Remanei_Gene,Latens_Gene,dN,dS,dN.dS,ENC,dS_corrected,dn.ds_corrected,cre1,cre2,cre3,cre4,clat1,clat2,clat3,clat4,ortho_names,C..remanei.Gene.name,C.latens.Gene.name,C..remanei.Gene.name_C.latens.Gene.name,chromosome,Module
KAF1749272.1,OZG23649.1,0.0110560882978525,0.288291667244008,0.0383503567881297,60.8083235033677,0.289418042675878,0.0382011024455525,KAF1749272.1,GCK72_025739,KAF1749272.1,remanei_genome_00007100,OZG23649.1,FL83_01593,OZG23649.1,latens_genome_00004079,remanei_genome_00007100_latens_genome_00004079,remanei_genome_00007100,latens_genome_00004079,remanei_genome_00007100_latens_genome_00004079,X,blue
KAF1749273.1,OZG23650.1,0.0429065756615076,0.328016749326501,0.130806051061738,48.9594894484218,0.398772087152217,0.107596737695258,KAF1749273.1,GCK72_025740,KAF1749273.1,remanei_genome_00007101,OZG23650.1,FL83_01592,OZG23650.1,latens_genome_00004078,remanei_genome_00007101_latens_genome_00004078,remanei_genome_00007101,latens_genome_00004078,remanei_genome_00007101_latens_genome_00004078,X,black
KAF1749277.1,OZG23901.1,0.0120747174697213,0.036570250382172,0.330178692886602,54.0112166511977,0.0776394164044078,0.15552303235803,KAF1749277.1,GCK72_025744,KAF1749277.1,remanei_genome_00007103,OZG23901.1,FL83_01588,OZG23901.1,latens_genome_00004074,remanei_genome_00007103_latens_genome_00004074,remanei_genome_00007103,latens_genome_00004074,remanei_genome_00007103_latens_genome_00004074,X,blue
KAF1749278.1,OZG23896.1,0.019462238041069,0.236397637308589,0.082328394913962,52.8818901998567,0.284103222462543,0.0685041087263097,KAF1749278.1,GCK72_025745,KAF1749278.1,remanei_genome_00007104,OZG23896.1,FL83_01587,OZG23896.1,latens_genome_00004073,remanei_genome_00007104_latens_genome_00004073,remanei_genome_00007104,latens_genome_00004073,remanei_genome_00007104_latens_genome_00004073,X,blue
KAF1749280.1,OZG23893.1,0.000000000130382813810879,0.145842193896759,0.000000000893999262676864,56.3984497320829,0.172882927953158,0.000000000754168241795429,KAF1749280.1,GCK72_025747,KAF1749280.1,remanei_genome_00007107,OZG23893.1,FL83_01584,OZG23893.1,latens_genome_00004070,remanei_genome_00007107_latens_genome_00004070,remanei_genome_00007107,latens_genome_00004070,remanei_genome_00007107_latens_genome_00004070,X,blue
KAF1749281.1,OZG23900.1,0.0665352432324166,0.196882443801377,0.337944013431385,55.0942577606154,0.231587183726586,0.287301059418593,KAF1749281.1,GCK72_025748,KAF1749281.1,remanei_genome_00007108,OZG23900.1,FL83_01583,OZG23900.1,latens_genome_00004069,remanei_genome_00007108_latens_genome_00004069,remanei_genome_00007108,latens_genome_00004069,remanei_genome_00007108_latens_genome_00004069,X,grey
KAF1749282.1,OZG23899.1,0.00204100330256985,0.104853687274792,0.0194652506327312,61,0.104853687274792,0.0194652506327313,KAF1749282.1,GCK72_025749,KAF1749282.1,remanei_genome_00007109,OZG23899.1,FL83_01582,OZG23899.1,latens_genome_00004068,remanei_genome_00007109_latens_genome_00004068,remanei_genome_00007109,latens_genome_00004068,remanei_genome_00007109_latens_genome_00004068,X,blue
KAF1749283.1,OZG23898.1,0.000000000127186423636349,0.165839050311737,0.000000000766926869137694,36.4315684315684,0.310213964317731,0.0000000004099958037546,KAF1749283.1,GCK72_025750,KAF1749283.1,remanei_genome_00007110,OZG23898.1,FL83_01581,OZG23898.1,latens_genome_00004067,remanei_genome_00007110_latens_genome_00004067,remanei_genome_00007110,latens_genome_00004067,remanei_genome_00007110_latens_genome_00004067,X,black
KAF1749284.1,OZG23897.1,0.108159467870447,0.358338638525682,0.301835906715081,48.6293581008038,0.431033973407795,0.250930261982201,KAF1749284.1,GCK72_025751,KAF1749284.1,remanei_genome_00007111,OZG23897.1,FL83_01580,OZG23897.1,latens_genome_00004066,remanei_genome_00007111_latens_genome_00004066,remanei_genome_00007111,latens_genome_00004066,remanei_genome_00007111_latens_genome_00004066,X,brown
KAF1749285.1,OZG23795.1,0.0206719723108554,0.259928297864743,0.0795295182581944,56.9116630999173,0.283953164357865,0.0728006407592014,KAF1749285.1,GCK72_025752,KAF1749285.1,remanei_genome_00007112,OZG23795.1,FL83_01579,OZG23795.1,latens_genome_00004065,remanei_genome_00007112_latens_genome_00004065,remanei_genome_00007112,latens_genome_00004065,remanei_genome_00007112_latens_genome_00004065,X,pink
KAF1749287.1,OZG23789.1,0.00885872221357317,0.21221453815958,0.0417441815739865,55.2609927638828,0.245939469842188,0.0360199288843615,KAF1749287.1,GCK72_025754,KAF1749287.1,remanei_genome_00007114,OZG23789.1,FL83_01577,OZG23789.1,latens_genome_00004063,remanei_genome_00007114_latens_genome_00004063,remanei_genome_00007114,latens_genome_00004063,remanei_genome_00007114_latens_genome_00004063,X,turquoise
KAF1749288.1,OZG23790.1,0.0368195115687439,0.402329197005579,0.0915158826224422,42.7580126481407,0.509527141159539,0.0722621202963853,KAF1749288.1,GCK72_025755,KAF1749288.1,remanei_genome_00007115,OZG23790.1,FL83_01576,OZG23790.1,latens_genome_00004062,remanei_genome_00007115_latens_genome_00004062,remanei_genome_00007115,latens_genome_00004062,remanei_genome_00007115_latens_genome_00004062,X,blue
KAF1749290.1,OZG23787.1,0.00732063908652027,0.145304376358214,0.050381408117213,54.7008850810984,0.182320747232244,0.0401525289779286,KAF1749290.1,GCK72_025757,KAF1749290.1,remanei_genome_00007116,OZG23787.1,FL83_01575,OZG23787.1,latens_genome_00004061,remanei_genome_00007116_latens_genome_00004061,remanei_genome_00007116,latens_genome_00004061,remanei_genome_00007116_latens_genome_00004061,X,blue
KAF1749291.1,OZG23788.1,0.0048742697986214,0.18491974880702,0.0263588385235593,54.9636246166219,0.220392146564919,0.0221163497637863,KAF1749291.1,GCK72_025758,KAF1749291.1,remanei_genome_00007117,OZG23788.1,FL83_01574,OZG23788.1,latens_genome_00004060,remanei_genome_00007117_latens_genome_00004060,remanei_genome_00007117,latens_genome_00004060,remanei_genome_00007117_latens_genome_00004060,X,blue
KAF1749292.1,OZG23793.1,0.0250251411026789,0.329394452356603,0.0759731711437161,57.8199154744541,0.348082028265902,0.0718943785387335,KAF1749292.1,GCK72_025759,KAF1749292.1,remanei_genome_00007118,OZG23793.1,FL83_01573,OZG23793.1,latens_genome_00004059,remanei_genome_00007118_latens_genome_00004059,remanei_genome_00007118,latens_genome_00004059,remanei_genome_00007118_latens_genome_00004059,X,blue
KAF1749293.1,OZG23794.1,0.0218387652759724,0.188115512529472,0.116092314675808,46.2701510951802,0.274674585827712,0.0795077753923351,KAF1749293.1,GCK72_025760,KAF1749293.1,remanei_genome_00007119,OZG23794.1,FL83_01572,OZG23794.1,latens_genome_00004058,remanei_genome_00007119_latens_genome_00004058,remanei_genome_00007119,latens_genome_00004058,remanei_genome_00007119_latens_genome_00004058,X,blue
KAF1749295.1,OZG23791.1,0.010267397676905,0.233449424670831,0.0439812507200745,51.6611654778831,0.28832852540998,0.0356100655053314,KAF1749295.1,GCK72_025762,KAF1749295.1,remanei_genome_00007121,OZG23791.1,FL83_01571,OZG23791.1,latens_genome_00004057,remanei_genome_00007121_latens_genome_00004057,remanei_genome_00007121,latens_genome_00004057,remanei_genome_00007121_latens_genome_00004057,X,blue
KAF1749297.1,OZG24048.1,0.000000000129870155626977,0.208091880245315,0.000000000624100063269533,48.4630665203595,0.281764417622414,0.00000000046091751656525,KAF1749297.1,GCK72_025764,KAF1749297.1,remanei_genome_00007123,OZG24048.1,FL83_01567,OZG24048.1,latens_genome_00004053,remanei_genome_00007123_latens_genome_00004053,remanei_genome_00007123,latens_genome_00004053,remanei_genome_00007123_latens_genome_00004053,X,blue
KAF1749299.1,OZG24050.1,0.0034038999274298,0.21740156021173,0.0156572010068129,51.6164726812772,0.272543295488565,0.0124893915343906,KAF1749299.1,GCK72_025766,KAF1749299.1,remanei_genome_00007124,OZG24050.1,FL83_01565,OZG24050.1,latens_genome_00004051,remanei_genome_00007124_latens_genome_00004051,remanei_genome_00007124,latens_genome_00004051,remanei_genome_00007124_latens_genome_00004051,X,brown
KAF1749300.1,OZG24049.1,0.00953567115568506,0.167898267746303,0.0567943391178618,45.0714273587853,0.261501569158042,0.0364650628536842,KAF1749300.1,GCK72_025767,KAF1749300.1,remanei_genome_00007125,OZG24049.1,FL83_01564,OZG24049.1,latens_genome_00004050,remanei_genome_00007125_latens_genome_00004050,remanei_genome_00007125,latens_genome_00004050,remanei_genome_00007125_latens_genome_00004050,X,blue
KAF1749301.1,OZG24052.1,0.0736202930066624,0.299103487582097,0.246136524858994,49.8441762657687,0.364660016406883,0.201887483393622,KAF1749301.1,GCK72_025768,KAF1749301.1,remanei_genome_00007126,OZG24052.1,FL83_01563,OZG24052.1,latens_genome_00004049,remanei_genome_00007126_latens_genome_00004049,remanei_genome_00007126,latens_genome_00004049,remanei_genome_00007126_latens_genome_00004049,X,blue
KAF1749302.1,OZG24051.1,0.0199525439910581,0.220767478172399,0.0903780944377915,45.8277401649777,0.309926352757317,0.0643783396072861,KAF1749302.1,GCK72_025769,KAF1749302.1,remanei_genome_00007127,OZG24051.1,FL83_01562,OZG24051.1,latens_genome_00004048,remanei_genome_00007127_latens_genome_00004048,remanei_genome_00007127,latens_genome_00004048,remanei_genome_00007127_latens_genome_00004048,X,blue
KAF1749303.1,OZG24054.1,0.00223223848242201,0.234337360852383,0.00952574729997143,55.3186420525498,0.267723519949097,0.00833784974456645,KAF1749303.1,GCK72_025770,KAF1749303.1,remanei_genome_00007128,OZG24054.1,FL83_01561,OZG24054.1,latens_genome_00004047,remanei_genome_00007128_latens_genome_00004047,remanei_genome_00007128,latens_genome_00004047,remanei_genome_00007128_latens_genome_00004047,X,blue
KAF1749304.1,OZG24053.1,0.00109307807284021,0.171955986834294,0.00635673170189507,50.2671339134907,0.235027030419701,0.00465086109835213,KAF1749304.1,GCK72_025771,KAF1749304.1,remanei_genome_00007129,OZG24053.1,FL83_01560,OZG24053.1,latens_genome_00004046,remanei_genome_00007129_latens_genome_00004046,remanei_genome_00007129,latens_genome_00004046,remanei_genome_00007129_latens_genome_00004046,X,blue
KAF1749305.1,OZG23940.1,0.0454191827684723,0.263205799910562,0.172561481486753,52.2979136783668,0.31434308805446,0.144489204612647,KAF1749305.1,GCK72_025772,KAF1749305.1,remanei_genome_00007130,OZG23940.1,FL83_01559,OZG23940.1,latens_genome_00004045,remanei_genome_00007130_latens_genome_00004045,remanei_genome_00007130,latens_genome_00004045,remanei_genome_00007130_latens_genome_00004045,X,pink
KAF1749306.1,OZG23941.1,0.00828129061309392,0.29731003802513,0.027854056553563,51.5244303684759,0.352992654430603,0.0234602349628269,KAF1749306.1,GCK72_025773,KAF1749306.1,remanei_genome_00007131,OZG23941.1,FL83_01558,OZG23941.1,latens_genome_00004044,remanei_genome_00007131_latens_genome_00004044,remanei_genome_00007131,latens_genome_00004044,remanei_genome_00007131_latens_genome_00004044,X,yellow
KAF1749307.1,OZG23942.1,0.00295361022995505,0.269762702509164,0.0109489199303032,43.8685369256064,0.370434717378053,0.00797336235345538,KAF1749307.1,GCK72_025774,KAF1749307.1,remanei_genome_00007133,OZG23942.1,FL83_01557,OZG23942.1,latens_genome_00004043,remanei_genome_00007133_latens_genome_00004043,remanei_genome_00007133,latens_genome_00004043,remanei_genome_00007133_latens_genome_00004043,X,red
KAF1749308.1,OZG23943.1,0.0525552122931236,0.370878423155463,0.141704690841758,56.8042877676616,0.395534274346066,0.13287144933271,KAF1749308.1,GCK72_025775,KAF1749308.1,remanei_genome_00007134,OZG23943.1,FL83_01556,OZG23943.1,latens_genome_00004042,remanei_genome_00007134_latens_genome_00004042,remanei_genome_00007134,latens_genome_00004042,remanei_genome_00007134_latens_genome_00004042,X,turquoise
KAF1749309.1,OZG23944.1,0.0109795667749773,0.248656998794194,0.044155470500409,47.9210379282239,0.325514734671262,0.0337298610647091,KAF1749309.1,GCK72_025776,KAF1749309.1,remanei_genome_00007135,OZG23944.1,FL83_01555,OZG23944.1,latens_genome_00004041,remanei_genome_00007135_latens_genome_00004041,remanei_genome_00007135,latens_genome_00004041,remanei_genome_00007135_latens_genome_00004041,X,red
KAF1749310.1,OZG23945.1,0.00239676442969638,0.13039848088573,0.0183803094439168,53.3794873889185,0.175179966013993,0.0136817267649483,KAF1749310.1,GCK72_025777,KAF1749310.1,remanei_genome_00007136,OZG23945.1,FL83_01554,OZG23945.1,latens_genome_00004040,remanei_genome_00007136_latens_genome_00004040,remanei_genome_00007136,latens_genome_00004040,remanei_genome_00007136_latens_genome_00004040,X,blue
KAF1749312.1,OZG23947.1,0.0340535252265059,0.283096120424283,0.120289621685627,47.1552733591787,0.364453825845471,0.0934371457001652,KAF1749312.1,GCK72_025779,KAF1749312.1,remanei_genome_00007137,OZG23947.1,FL83_01552,OZG23947.1,latens_genome_00004039,remanei_genome_00007137_latens_genome_00004039,remanei_genome_00007137,latens_genome_00004039,remanei_genome_00007137_latens_genome_00004039,X,blue
KAF1749317.1,OZG23539.1,0.207082185860909,0.47904741881431,0.432279097491974,52.9995181628809,0.52606177030123,0.393646141103032,KAF1749317.1,GCK72_025784,KAF1749317.1,remanei_genome_00007140,OZG23539.1,FL83_01548,OZG23539.1,latens_genome_00004035,remanei_genome_00007140_latens_genome_00004035,remanei_genome_00007140,latens_genome_00004035,remanei_genome_00007140_latens_genome_00004035,X,yellow
KAF1749320.1,OZG23547.1,0.017891965249182,0.231505063535977,0.0772854164652064,51.7981896649117,0.285578949861503,0.0626515548777634,KAF1749320.1,GCK72_025787,KAF1749320.1,remanei_genome_00007142,OZG23547.1,FL83_01546,OZG23547.1,latens_genome_00004033,remanei_genome_00007142_latens_genome_00004033,remanei_genome_00007142,latens_genome_00004033,remanei_genome_00007142_latens_genome_00004033,X,black
KAF1749321.1,OZG23546.1,0.144658630725455,0.36282639942469,0.398699297942021,51.9122376493354,0.416230089612629,0.347544866014093,KAF1749321.1,GCK72_025788,KAF1749321.1,remanei_genome_00007143,OZG23546.1,FL83_01545,OZG23546.1,latens_genome_00004032,remanei_genome_00007143_latens_genome_00004032,remanei_genome_00007143,latens_genome_00004032,remanei_genome_00007143_latens_genome_00004032,X,yellow
KAF1749322.1,OZG23544.1,0.0410495026319308,0.290015481226584,0.141542453038428,51.4889390520269,0.345906660223691,0.118672194994409,KAF1749322.1,GCK72_025789,KAF1749322.1,remanei_genome_00007144,OZG23544.1,FL83_01543,OZG23544.1,latens_genome_00004031,remanei_genome_00007144_latens_genome_00004031,remanei_genome_00007144,latens_genome_00004031,remanei_genome_00007144_latens_genome_00004031,X,blue
KAF1749324.1,OZG23542.1,0.101994779744131,0.348011030316842,0.29307915801195,53.0100637481261,0.394963411304804,0.258238552799563,KAF1749324.1,GCK72_025791,KAF1749324.1,remanei_genome_00007146,OZG23542.1,FL83_01541,OZG23542.1,latens_genome_00004029,remanei_genome_00007146_latens_genome_00004029,remanei_genome_00007146,latens_genome_00004029,remanei_genome_00007146_latens_genome_00004029,X,blue
KAF1749326.1,OZG24113.1,0.00672120075992311,0.198817568875349,0.0338058693602529,56.6944436378304,0.224118912504257,0.0299894403592354,KAF1749326.1,GCK72_025793,KAF1749326.1,remanei_genome_00007149,OZG24113.1,FL83_01536,OZG24113.1,latens_genome_00004023,remanei_genome_00007149_latens_genome_00004023,remanei_genome_00007149,latens_genome_00004023,remanei_genome_00007149_latens_genome_00004023,X,blue
KAF1749327.1,OZG24107.1,0.000881369254317977,0.152000313871397,0.0057984699627902,45.5669699253985,0.242691589122988,0.00363164317932472,KAF1749327.1,GCK72_025794,KAF1749327.1,remanei_genome_00007150,OZG24107.1,FL83_01533,OZG24107.1,latens_genome_00004020,remanei_genome_00007150_latens_genome_00004020,remanei_genome_00007150,latens_genome_00004020,remanei_genome_00007150_latens_genome_00004020,X,blue
KAF1749328.1,OZG24105.1,0.00754898152801005,0.150774963043732,0.0500678718509817,56.4318471972026,0.177619438900202,0.0425008747620893,KAF1749328.1,GCK72_025795,KAF1749328.1,remanei_genome_00007151,OZG24105.1,FL83_01531,OZG24105.1,latens_genome_00004018,remanei_genome_00007151_latens_genome_00004018,remanei_genome_00007151,latens_genome_00004018,remanei_genome_00007151_latens_genome_00004018,X,blue
KAF1749329.1,OZG24106.1,0.0263955593341795,0.274126984792373,0.0962895329482863,55.8314824280634,0.304499468192804,0.0866850753166711,KAF1749329.1,GCK72_025796,KAF1749329.1,remanei_genome_00007152,OZG24106.1,FL83_01530,OZG24106.1,latens_genome_00004017,remanei_genome_00007152_latens_genome_00004017,remanei_genome_00007152,latens_genome_00004017,remanei_genome_00007152_latens_genome_00004017,X,blue
KAF1749330.1,OZG23686.1,0.00929487932463887,0.241519036117598,0.0384850795782122,56.8320419036362,0.266011791793394,0.0349416063926144,KAF1749330.1,GCK72_025797,KAF1749330.1,remanei_genome_00007154,OZG23686.1,FL83_01528,OZG23686.1,latens_genome_00004015,remanei_genome_00007154_latens_genome_00004015,remanei_genome_00007154,latens_genome_00004015,remanei_genome_00007154_latens_genome_00004015,X,blue
KAF1749331.1,OZG23694.1,0.0122287820185025,0.234171501943751,0.0522214783481207,49.4764931144712,0.301888698746148,0.0405075846472326,KAF1749331.1,GCK72_025798,KAF1749331.1,remanei_genome_00007155,OZG23694.1,FL83_01527,OZG23694.1,latens_genome_00004014,remanei_genome_00007155_latens_genome_00004014,remanei_genome_00007155,latens_genome_00004014,remanei_genome_00007155_latens_genome_00004014,X,black
KAF1749337.1,OZG23688.1,0.230422548613203,0.611461961680797,0.376838729231518,51.2551243256862,0.668727138888361,0.344568861069762,KAF1749337.1,GCK72_025804,KAF1749337.1,remanei_genome_00007159,OZG23688.1,FL83_01522,OZG23688.1,latens_genome_00004009,remanei_genome_00007159_latens_genome_00004009,remanei_genome_00007159,latens_genome_00004009,remanei_genome_00007159_latens_genome_00004009,X,yellow
KAF1749338.1,OZG23692.1,0.272351049064525,0.434981696375716,0.626120711132823,50.6596012547502,0.495746429178251,0.549375715153358,KAF1749338.1,GCK72_025805,KAF1749338.1,remanei_genome_00007160,OZG23692.1,FL83_01521,OZG23692.1,latens_genome_00004008,remanei_genome_00007160_latens_genome_00004008,remanei_genome_00007160,latens_genome_00004008,remanei_genome_00007160_latens_genome_00004008,X,grey
KAF1749342.1,OZG23614.1,0.0285742798798712,0.342179836073402,0.0835066151406469,56.036934349499,0.371344993584632,0.0769480681671259,KAF1749342.1,GCK72_025809,KAF1749342.1,remanei_genome_00007164,OZG23614.1,FL83_01517,OZG23614.1,latens_genome_00004003,remanei_genome_00007164_latens_genome_00004003,remanei_genome_00007164,latens_genome_00004003,remanei_genome_00007164_latens_genome_00004003,X,blue
KAF1749343.1,OZG23615.1,0.0870217109323016,0.41511721315049,0.209631661071963,54.1787662681122,0.455201783901905,0.191171726495375,KAF1749343.1,GCK72_025810,KAF1749343.1,remanei_genome_00007165,OZG23615.1,FL83_01516,OZG23615.1,latens_genome_00004002,remanei_genome_00007165_latens_genome_00004002,remanei_genome_00007165,latens_genome_00004002,remanei_genome_00007165_latens_genome_00004002,X,black
KAF1749346.1,OZG23610.1,0.00647352321522346,0.108169398492606,0.0598461607944134,40.8696646654648,0.226464106265882,0.0285852063797835,KAF1749346.1,GCK72_025813,KAF1749346.1,remanei_genome_00007167,OZG23610.1,FL83_01513,OZG23610.1,latens_genome_00003999,remanei_genome_00007167_latens_genome_00003999,remanei_genome_00007167,latens_genome_00003999,remanei_genome_00007167_latens_genome_00003999,X,blue
KAF1749347.1,OZG23611.1,0.0044253129715498,0.253237880828282,0.0174749249878242,54.0911032889168,0.293837597817159,0.0150604041294384,KAF1749347.1,GCK72_025814,KAF1749347.1,remanei_genome_00007168,OZG23611.1,FL83_01512,OZG23611.1,latens_genome_00003998,remanei_genome_00007168_latens_genome_00003998,remanei_genome_00007168,latens_genome_00003998,remanei_genome_00007168_latens_genome_00003998,X,blue
KAF1749348.1,OZG23613.1,0.0209501729458941,0.168998815947418,0.123966388926728,56.9248081187481,0.192946436526082,0.108580253271804,KAF1749348.1,GCK72_025815,KAF1749348.1,remanei_genome_00007170,OZG23613.1,FL83_01510,OZG23613.1,latens_genome_00003996,remanei_genome_00007170_latens_genome_00003996,remanei_genome_00007170,latens_genome_00003996,remanei_genome_00007170_latens_genome_00003996,X,pink
KAF1749349.1,OZG23861.1,0.0109175747402667,0.182166816485567,0.059931742514322,46.3823407705068,0.26806661388813,0.0407270960822553,KAF1749349.1,GCK72_025816,KAF1749349.1,remanei_genome_00007171,OZG23861.1,FL83_01509,OZG23861.1,latens_genome_00003995,remanei_genome_00007171_latens_genome_00003995,remanei_genome_00007171,latens_genome_00003995,remanei_genome_00007171_latens_genome_00003995,X,blue
KAF1749351.1,OZG23860.1,0.00843860089829262,0.149802912384464,0.0563313540703083,54.5071256438366,0.187957898965997,0.044896229127456,KAF1749351.1,GCK72_025818,KAF1749351.1,remanei_genome_00007172,OZG23860.1,FL83_01508,OZG23860.1,latens_genome_00003993,remanei_genome_00007172_latens_genome_00003993,remanei_genome_00007172,latens_genome_00003993,remanei_genome_00007172_latens_genome_00003993,X,blue
KAF1749352.1,OZG23865.1,0.008679604376478,0.171800057054963,0.0505215453665489,48.9798579919764,0.242435700356593,0.0358016759236011,KAF1749352.1,GCK72_025819,KAF1749352.1,remanei_genome_00007173,OZG23865.1,FL83_01507,OZG23865.1,latens_genome_00003992,remanei_genome_00007173_latens_genome_00003992,remanei_genome_00007173,latens_genome_00003992,remanei_genome_00007173_latens_genome_00003992,X,red
KAF1749353.1,OZG23864.1,0.0196784016064271,0.33485512162394,0.0587669124216859,51.7102334399403,0.389445877428138,0.0505292333208951,KAF1749353.1,GCK72_025820,KAF1749353.1,remanei_genome_00007174,OZG23864.1,FL83_01506,OZG23864.1,latens_genome_00003991,remanei_genome_00007174_latens_genome_00003991,remanei_genome_00007174,latens_genome_00003991,remanei_genome_00007174_latens_genome_00003991,X,grey
KAF1749355.1,OZG23863.1,0.0950095721912363,0.420127525324331,0.226144602446342,50.0800263583442,0.484298095231103,0.196179941913458,KAF1749355.1,GCK72_025822,KAF1749355.1,remanei_genome_00007175,OZG23863.1,FL83_01505,OZG23863.1,latens_genome_00003990,remanei_genome_00007175_latens_genome_00003990,remanei_genome_00007175,latens_genome_00003990,remanei_genome_00007175_latens_genome_00003990,X,blue
KAF1749357.1,OZG10067.1,0.161430307908903,0.304667972473828,0.529856507719303,53.2888320580695,0.349982188214506,0.461252924705875,KAF1749357.1,GCK72_025824,KAF1749357.1,remanei_genome_00007176,OZG10067.1,FL83_15544,OZG10067.1,latens_genome_00003986,remanei_genome_00007176_latens_genome_00003986,remanei_genome_00007176,latens_genome_00003986,remanei_genome_00007176_latens_genome_00003986,X,blue
KAF1749359.1,OZG10064.1,0.0515434291000388,0.304859305466939,0.169072841719862,51.6580849823095,0.359756508553496,0.143273096871225,KAF1749359.1,GCK72_025826,KAF1749359.1,remanei_genome_00007177,OZG10064.1,FL83_15543,OZG10064.1,latens_genome_00003985,remanei_genome_00007177_latens_genome_00003985,remanei_genome_00007177,latens_genome_00003985,remanei_genome_00007177_latens_genome_00003985,X,blue
KAF1749362.1,OZG10063.1,0.179158753871832,0.616759200554446,0.290484120400271,53.6784068321619,0.659784103509657,0.271541482916631,KAF1749362.1,GCK72_025829,KAF1749362.1,remanei_genome_00007180,OZG10063.1,FL83_15540,OZG10063.1,latens_genome_00003982,remanei_genome_00007180_latens_genome_00003982,remanei_genome_00007180,latens_genome_00003982,remanei_genome_00007180_latens_genome_00003982,X,blue
KAF1749363.1,OZG10010.1,0.0541352613415502,0.309627005200941,0.174840244656365,56.4491457796654,0.336369826975484,0.160939706834929,KAF1749363.1,GCK72_025831,KAF1749363.1,remanei_genome_00007182,OZG10010.1,FL83_15537,OZG10010.1,latens_genome_00003979,remanei_genome_00007182_latens_genome_00003979,remanei_genome_00007182,latens_genome_00003979,remanei_genome_00007182_latens_genome_00003979,X,brown
KAF1749364.1,OZG10008.1,0.0104806394527808,0.292673056883095,0.0358100590617988,41.8723804963115,0.40507536523935,0.025873307419196,KAF1749364.1,GCK72_025832,KAF1749364.1,remanei_genome_00007184,OZG10008.1,FL83_15535,OZG10008.1,latens_genome_00003977,remanei_genome_00007184_latens_genome_00003977,remanei_genome_00007184,latens_genome_00003977,remanei_genome_00007184_latens_genome_00003977,X,blue
KAF1749374.1,OZG10038.1,0.0937143746050558,0.41254216350215,0.227163143300303,43.6913407094765,0.514255461303354,0.182233114972744,KAF1749374.1,GCK72_025842,KAF1749374.1,remanei_genome_00007193,OZG10038.1,FL83_15521,OZG10038.1,latens_genome_00003964,remanei_genome_00007193_latens_genome_00003964,remanei_genome_00007193,latens_genome_00003964,remanei_genome_00007193_latens_genome_00003964,X,pink
KAF1749379.1,OZG10054.1,0.00303801262293595,0.253358684088698,0.0119909551703875,53.3001018719765,0.29860667344414,0.0101739609094981,KAF1749379.1,GCK72_025847,KAF1749379.1,remanei_genome_00007196,OZG10054.1,FL83_15514,OZG10054.1,latens_genome_00003955,remanei_genome_00007196_latens_genome_00003955,remanei_genome_00007196,latens_genome_00003955,remanei_genome_00007196_latens_genome_00003955,X,red
KAF1749381.1,OZG10017.1,0.136423494004797,0.366290880876357,0.372445783193951,52.7604635171755,0.414710022645487,0.328961169384175,KAF1749381.1,GCK72_025849,KAF1749381.1,remanei_genome_00007198,OZG10017.1,FL83_15509,OZG10017.1,latens_genome_00003949,remanei_genome_00007198_latens_genome_00003949,remanei_genome_00007198,latens_genome_00003949,remanei_genome_00007198_latens_genome_00003949,X,turquoise
KAF1749393.1,OZG10044.1,0.207045168060591,0.349951256383126,0.591640019242903,50.2073527394746,0.413373600450767,0.500866934499002,KAF1749393.1,GCK72_025861,KAF1749393.1,remanei_genome_00007210,OZG10044.1,FL83_15491,OZG10044.1,latens_genome_00003935,remanei_genome_00007210_latens_genome_00003935,remanei_genome_00007210,latens_genome_00003935,remanei_genome_00007210_latens_genome_00003935,X,yellow
KAF1749399.1,OZG10026.1,0.0812176607329625,0.430856074153121,0.188502995791812,60.0853225708802,0.436231121184698,0.186180345208739,KAF1749399.1,GCK72_025867,KAF1749399.1,remanei_genome_00007218,OZG10026.1,FL83_15482,OZG10026.1,latens_genome_00003924,remanei_genome_00007218_latens_genome_00003924,remanei_genome_00007218,latens_genome_00003924,remanei_genome_00007218_latens_genome_00003924,X,green
KAF1749424.1,OZG14876.1,0.0435317407336218,0.413854787665457,0.105186026671778,47.4607430495341,0.493417418779453,0.0882249776290925,KAF1749424.1,GCK72_025892,KAF1749424.1,remanei_genome_00007239,OZG14876.1,FL83_10556,OZG14876.1,latens_genome_00018930,remanei_genome_00007239_latens_genome_00018930,remanei_genome_00007239,latens_genome_00018930,remanei_genome_00007239_latens_genome_00018930,X,pink
KAF1749428.1,OZG14839.1,0.361523666966026,1.53156564044505,0.236048431369205,52.9902402279058,1.57863451316018,0.22901036557367,KAF1749428.1,GCK72_025896,KAF1749428.1,remanei_genome_00007241,OZG14839.1,FL83_10564,OZG14839.1,latens_genome_00018925,remanei_genome_00007241_latens_genome_00018925,remanei_genome_00007241,latens_genome_00018925,remanei_genome_00007241_latens_genome_00018925,X,turquoise
KAF1749440.1,OZG14859.1,0.0393515758396812,0.313842619329141,0.125386335112158,56.0485875223226,0.342939297669464,0.114747933838745,KAF1749440.1,GCK72_025908,KAF1749440.1,remanei_genome_00007252,OZG14859.1,FL83_10586,OZG14859.1,latens_genome_00018906,remanei_genome_00007252_latens_genome_00018906,remanei_genome_00007252,latens_genome_00018906,remanei_genome_00007252_latens_genome_00018906,X,turquoise
